City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
266,buraydah,26.326,43.975,27.25,10,31,5.08,SA,1681059813
267,areosa,41.7178,-8.8571,16.36,65,99,3.85,PT,1681059813
268,tilichiki,60.4667,166.1,-16.14,94,100,3.63,RU,1681059662
269,namibe,-15.1961,12.1522,23.82,84,88,6.19,AO,1681059656
270,bureya,49.8133,129.8131,3.03,60,9,2.92,RU,1681059814
271,adrar,20.5022,-10.0711,32.31,17,82,1.7,MR,1681059814
272,uvinza,-5.1036,30.3911,20.48,88,91,0.13,TZ,1681059814
273,iralaya,15.0,-83.2333,27.99,63,18,4.03,HN,1681059814
274,chumikan,54.7183,135.315,-10.99,96,95,0.38,RU,1681059814
275,ayan,56.45,138.1667,-11.35,79,11,4.28,RU,1681059665
276,lake city,30.1897,-82.6393,13.66,93,100,4.63,US,1681059579
277,san juan,-31.5375,-68.5364,30.6,32,0,3.77,AR,1681059814
278,praia da vitoria,38.7333,-27.0667,19.31,77,40,2.93,PT,1681059587
279,salatiga,-7.3319,110.4928,23.33,93,100,1.61,ID,1681059801
280,kuito,-12.3833,16.9333,16.9,88,79,1.51,AO,1681059739
281,mana,5.6592,-53.7767,28.87,60,49,3.62,GF,1681059815
282,biltine,14.5333,20.9167,37.03,7,8,3.09,TD,1681059815
283,wau,7.7029,27.9953,34.13,25,99,1.11,SS,1681059815
284,bloemfontein,-29.1211,26.214,18.71,72,40,2.57,ZA,1681059527
285,port hardy,50.6996,-127.4199,7.1,93,100,10.29,CA,1681059815
286,klaksvik,62.2266,-6.589,7.51,92,94,13.9,FO,1681059586
287,pisco,-13.7,-76.2167,26.03,73,0,4.12,PE,1681059816
288,upernavik,72.7868,-56.1549,-16.74,90,93,4.84,GL,1681059572
289,inta,66.0317,60.1659,-6.88,82,100,8.09,RU,1681059816
290,lincoln,40.8,-96.667,21.3,24,0,7.2,US,1681059786
291,coffs harbour,-30.3,153.1333,11.18,93,0,1.54,AU,1681059816
292,kalmunai,7.4167,81.8167,27.37,78,68,2.32,LK,1681059592
293,fuerte olimpo,-21.0415,-57.8738,32.33,41,10,0.83,PY,1681059817
294,baykit,61.67,96.37,-22.97,100,52,1.67,RU,1681059585
295,warragul,-38.1667,145.9333,10.24,86,99,1.34,AU,1681059817
296,matagami,49.7502,-77.6328,7.06,26,0,7.2,CA,1681059817
297,flin flon,54.7682,-101.865,4.91,65,40,3.09,CA,1681059817
298,alghero,40.5589,8.3181,16.05,67,0,4.12,IT,1681059817
299,bethel,41.3712,-73.414,12.89,28,2,0.89,US,1681059582
300,dawlatabad,36.4141,64.9053,23.84,29,25,2.65,AF,1681059817
301,masallatah,32.6167,14.0,15.64,53,0,4.47,LY,1681059818
302,bourail,-21.5667,165.4833,22.63,83,0,1.17,NC,1681059818
303,marsh harbour,26.5412,-77.0636,24.98,75,51,4.47,BS,1681059643
304,seoul,37.5683,126.9778,7.69,78,0,3.09,KR,1681059606
305,broome,42.2506,-75.833,11.46,30,0,2.68,US,1681059818
306,maneadero,31.7167,-116.5667,18.86,63,9,2.55,MX,1681059818
307,nabire,-3.3667,135.4833,24.55,90,98,1.5,ID,1681059583
308,longyearbyen,78.2186,15.6401,1.91,80,75,5.66,SJ,1681059583
309,turukhansk,65.8167,87.9833,-24.79,100,93,2.44,RU,1681059576
310,sao gabriel da cachoeira,-0.1303,-67.0892,23.89,94,100,1.54,BR,1681059644
311,tondano,1.3038,124.9112,20.05,92,60,1.47,ID,1681059818
312,chickasha,35.0526,-97.9364,20.66,56,40,3.6,US,1681059819
313,mildura,-34.2,142.15,13.93,72,82,4.93,AU,1681059819
314,rundu,-17.9333,19.7667,26.05,31,98,2.24,NA,1681059402
315,kerchevskiy,59.946,56.2884,0.71,84,35,3.26,RU,1681059819
316,pravokubanskiy,43.9172,41.8841,7.19,90,99,1.06,RU,1681059819
317,sao joao da barra,-21.6403,-41.0511,24.05,96,100,3.79,BR,1681059629
318,deputatskiy,69.3,139.9,-16.45,97,100,1.42,RU,1681059594
319,manoel urbano,-8.8389,-69.2597,28.05,65,86,1.44,BR,1681059819
320,bonavista,48.6499,-53.1147,-3.86,74,94,6.13,CA,1681059819
321,san quintin,30.4833,-115.95,15.98,79,27,5.07,MX,1681059649
322,caravelas,-17.7125,-39.2481,27.27,81,60,2.96,BR,1681059647
323,cap malheureux,-19.9842,57.6142,25.82,78,100,5.66,MU,1681059820
324,edd,13.9297,41.6925,35.57,36,4,8.59,ER,1681059630
325,moa,20.6569,-74.9403,27.79,61,9,3.18,CU,1681059820
326,saldanha,-33.0117,17.9442,18.03,72,0,4.58,ZA,1681059581
327,kavieng,-2.5744,150.7967,25.88,86,100,2.57,PG,1681059578
328,mtimbira,-8.7833,36.35,22.37,96,77,1.4,TZ,1681059820
329,aykino,62.2248,49.9922,0.85,95,100,3.44,RU,1681059820
330,markova,48.6758,24.4138,3.96,96,98,0.39,UA,1681059820
331,clyde river,70.4692,-68.5914,-18.87,65,0,1.03,CA,1681059600
332,cherskiy,68.75,161.3,-26.38,92,6,1.8,RU,1681059577
333,alexandria,31.2156,29.9553,26.3,68,40,5.14,EG,1681059715
334,goba,7.0167,39.9833,10.74,78,84,1.13,ET,1681059670
335,pekalongan,-6.8886,109.6753,25.44,82,98,2.41,ID,1681059821
336,oranjemund,-28.55,16.4333,14.66,77,0,6.71,NA,1681059580
337,shelburne,44.0787,-80.2041,9.39,47,6,1.25,CA,1681059646
338,saint anthony,45.0205,-93.218,17.52,36,75,7.2,US,1681059653
339,vestmannaeyjar,63.4427,-20.2734,8.55,87,100,16.46,IS,1681059822
340,chuy,-33.6971,-53.4616,24.86,48,1,3.21,UY,1681059587
341,pitea,65.3172,21.4794,8.05,100,100,1.18,SE,1681059749
342,sikasso,10.9167,-7.0,32.2,38,100,3.7,ML,1681059822
343,katherine,-14.4667,132.2667,24.18,94,75,2.57,AU,1681059822
344,proletariy,58.4342,31.7046,6.74,81,35,2.64,RU,1681059822
345,constitucion,-35.3333,-72.4167,19.68,46,41,2.98,CL,1681059600
346,altar,30.7,-111.8167,25.07,12,0,0.52,MX,1681059822
347,vila franca do campo,37.7167,-25.4333,18.23,89,99,4.4,PT,1681059629
348,manta,-0.95,-80.7333,28.88,74,40,2.06,EC,1681059823
349,ashford,51.1459,0.8728,13.79,72,80,2.91,GB,1681059823
350,kangaatsiaq,68.3065,-53.4641,-7.06,79,100,5.0,GL,1681059823
351,erzin,36.9559,36.2,17.29,62,100,3.76,TR,1681059823
352,tiznit,29.5833,-9.5,26.73,14,100,6.27,MA,1681059823
353,birjand,32.8663,59.2211,18.26,15,75,0.0,IR,1681059823
354,akdepe,42.0551,59.3788,16.05,63,67,3.22,TM,1681059823
355,bambanglipuro,-7.95,110.2833,25.08,87,100,2.58,ID,1681059823
356,aksarka,66.5606,67.7975,-11.17,94,100,5.26,RU,1681059681
357,yining,29.0361,114.5636,14.93,79,0,0.85,CN,1681059824
358,aktanysh,55.7216,54.0829,7.41,43,7,1.42,RU,1681059824
359,saint-joseph,-21.3667,55.6167,26.21,81,100,2.14,RE,1681059824
360,sumenep,-7.0167,113.8667,25.79,84,100,1.79,ID,1681059824
361,shenjiamen,29.9576,122.298,12.61,78,44,7.92,CN,1681059824
362,barranca,-10.75,-77.7667,26.28,72,89,5.5,PE,1681059824
363,shache,38.4167,77.2406,17.92,16,2,2.7,CN,1681059824
364,ciudad bolivar,8.1222,-63.5497,35.53,33,74,3.66,VE,1681059660
365,carmen,18.6333,-91.8333,27.02,74,40,3.09,MX,1681059799
366,dingle,10.9995,122.6711,24.13,86,100,2.54,PH,1681059597
367,andenes,69.3143,16.1194,4.96,75,75,1.03,NO,1681059793
368,zyryanskoye,56.8306,86.6258,-9.33,87,90,2.52,RU,1681059825
369,obigarm,38.7173,69.7088,10.28,86,97,3.56,TJ,1681059825
370,tairua,-37.0167,175.85,17.36,95,46,3.38,NZ,1681059825
371,cuamba,-14.8031,36.5372,21.18,96,45,1.38,MZ,1681059738
372,port moresby,-9.4431,147.1797,23.68,100,40,2.57,PG,1681059825
373,dunhua,43.3725,128.2425,7.4,58,57,5.06,CN,1681059825
374,zihuatanejo,17.6333,-101.55,30.05,62,0,5.66,MX,1681059825
375,coihaique,-45.5752,-72.0662,15.34,96,100,1.66,CL,1681059661
376,ust-tsilma,65.441,52.1498,-4.06,86,97,3.44,RU,1681059650
377,ambovombe,-25.1667,46.0833,23.98,86,0,6.25,MG,1681059826
378,gat,31.61,34.7642,28.0,36,100,3.44,IL,1681059590
379,sayyan,15.1718,44.3244,13.25,72,87,2.44,YE,1681059826
380,kununurra,-15.7667,128.7333,25.99,89,40,3.09,AU,1681059826
381,wajima,37.4,136.9,9.04,57,20,3.81,JP,1681059826
382,berlevag,70.8578,29.0864,3.0,80,100,9.26,NO,1681059826
383,komsomolskiy,40.4272,71.7189,17.4,55,99,3.09,UZ,1681059645
384,ramsar,36.9226,50.6426,13.69,82,75,1.03,IR,1681059827
385,ustupo,9.1333,-77.9333,28.6,69,17,3.64,PA,1681059827
386,gonzales,30.2385,-90.9201,17.77,82,100,2.57,US,1681059608
387,bamiantong,44.9333,130.5333,10.76,49,29,6.76,CN,1681059827
388,karasburg,-28.0167,18.75,17.25,18,0,6.06,NA,1681059827
389,lady frere,-31.7031,27.2329,15.08,94,75,3.41,ZA,1681059827
390,port hedland,-20.3167,118.5667,26.03,78,20,3.09,AU,1681059655
391,nishihara,26.1842,127.7558,16.6,67,20,3.09,JP,1681059579
392,mount isa,-20.7333,139.5,12.87,67,100,0.0,AU,1681059609
393,solhan,38.9634,41.0293,9.55,78,100,2.22,TR,1681059828
394,botad,22.1667,71.6667,33.89,24,99,5.36,IN,1681059828
395,oktyabrskoye,43.0645,44.7417,10.08,81,75,3.0,RU,1681059828
396,nhulunbuy,-12.2333,136.7667,25.34,94,71,0.0,AU,1681059828
397,meulaboh,4.1363,96.1285,26.08,84,77,1.65,ID,1681059590
398,geraldton,-28.7667,114.6,14.23,82,0,2.06,AU,1681059591
399,esso,55.9333,158.7,-3.99,97,100,3.28,RU,1681059828
400,linqiong,30.4159,103.4609,19.9,84,100,2.09,CN,1681059828
401,canakkale,40.0833,26.8333,9.32,83,100,4.26,TR,1681059829
402,maketu,-37.7667,176.45,20.42,100,28,3.79,NZ,1681059829
403,itarema,-2.9248,-39.9167,26.89,78,84,2.03,BR,1681059635
404,trincomalee,8.5711,81.2335,28.51,73,3,5.1,LK,1681059829
405,salento,4.6375,-75.5703,21.63,66,45,1.28,CO,1681059831
406,praia,14.9215,-23.5087,25.3,50,20,11.32,CV,1681059831
407,kumluca,36.3703,30.2869,16.51,66,99,0.73,TR,1681059831
408,harper,4.375,-7.7169,29.11,71,99,3.45,LR,1681059646
409,tallahassee,30.4383,-84.2807,12.7,84,100,5.66,US,1681059738
410,alofi,-19.0595,-169.9187,25.94,89,33,3.6,NU,1681059584
411,haapiti,-17.5667,-149.8667,25.85,74,100,6.04,PF,1681059636
412,ranong,9.9658,98.6348,25.82,84,14,2.18,TH,1681059831
413,samarai,-10.6167,150.6667,25.44,88,100,0.61,PG,1681059622
414,sergeyevka,53.88,67.4158,1.81,68,3,4.43,KZ,1681059832
415,camana,-16.6228,-72.7111,25.09,71,41,4.65,PE,1681059832
416,porangatu,-13.4408,-49.1486,29.57,65,99,0.63,BR,1681059807
417,half moon bay,37.4636,-122.4286,17.71,66,0,2.06,US,1681059605
418,moctezuma,29.8,-109.6667,25.32,12,2,1.11,MX,1681059832
419,progreso,21.2833,-89.6667,31.17,53,2,4.64,MX,1681059456
420,hovd,48.0056,91.6419,-1.64,37,41,2.43,MN,1681059832
421,gigmoto,13.7796,124.39,26.09,82,99,6.05,PH,1681059833
422,oistins,13.0667,-59.5333,30.05,62,40,9.26,BB,1681059712
423,gustrow,53.7972,12.1734,9.18,76,75,2.57,DE,1681059833
424,grindavik,63.8424,-22.4338,8.97,81,100,14.4,IS,1681059648
425,lasa,46.6166,10.7002,11.5,72,37,2.63,IT,1681059833
426,phuket,8.0,98.25,31.16,83,20,2.06,TH,1681059833
427,afyonkarahisar,38.75,30.6667,11.46,67,99,3.21,TR,1681059833
428,sao miguel do araguaia,-13.275,-50.1628,30.46,58,82,1.67,BR,1681059610
429,masingbi,8.7833,-11.95,33.8,41,96,2.02,SL,1681059833
430,walvis bay,-22.9575,14.5053,16.3,72,1,10.46,NA,1681059591
431,batu gajah,4.4692,101.0411,27.05,88,20,0.0,MY,1681059834
432,erenhot,43.6475,111.9767,10.08,25,64,7.17,CN,1681059834
433,nampula,-15.1165,39.2666,25.97,78,20,3.09,MZ,1681059834
434,asfi,32.2994,-9.2372,21.57,60,39,8.4,MA,1681059585
435,aborlan,9.4352,118.5492,25.82,83,82,1.55,PH,1681059834
436,skegness,53.1436,0.3363,14.63,74,87,4.93,GB,1681059730
437,pital,2.2665,-75.8044,27.28,61,76,3.13,CO,1681059835
438,kankaanpaa,61.8,22.4167,6.42,98,100,2.49,FI,1681059835
439,grants,35.1473,-107.8514,14.13,18,0,2.06,US,1681059835
440,tepetitla,19.2833,-98.3833,20.12,49,20,1.03,MX,1681059835
441,estelle,29.8458,-90.1067,18.33,77,100,5.66,US,1681059554
442,san felipe,10.3399,-68.7425,32.02,45,60,1.19,VE,1681059730
443,abu samrah,35.3029,37.1841,20.7,29,97,10.68,SY,1681059632
444,bom jesus da lapa,-13.255,-43.4181,32.42,42,47,3.04,BR,1681059604
445,lugovoy,42.9472,72.7644,12.0,71,100,2.32,KZ,1681059653
446,rudbar,30.15,62.6,28.08,19,1,2.8,AF,1681059835
447,salalah,17.0151,54.0924,27.26,67,72,1.09,OM,1681059590
448,ilo,-17.6394,-71.3375,23.95,73,31,4.28,PE,1681059836
449,san patricio,28.017,-97.5169,23.42,67,15,2.8,US,1681059585
450,flinders,-34.5833,150.8552,10.77,75,12,3.76,AU,1681059836
451,san cristobal,7.7669,-72.225,27.1,48,25,0.94,VE,1681059656
452,byron bay,-28.65,153.6167,15.64,59,0,3.84,AU,1681059591
453,vilyuysk,63.7553,121.6247,-24.9,99,96,0.42,RU,1681059636
454,hitoyoshi,32.2167,130.75,6.0,93,0,0.87,JP,1681059836
455,yanam,16.7333,82.2167,25.35,76,0,1.79,IN,1681059836
456,north bend,43.4065,-124.2243,13.37,93,100,2.06,US,1681059649
457,tarakan,3.3,117.6333,26.8,75,55,0.52,ID,1681059836
458,srednekolymsk,67.45,153.6833,-20.39,99,22,3.57,RU,1681059836
459,garbou,47.15,23.4333,9.68,70,74,0.13,RO,1681059837
460,haines junction,60.7522,-137.5108,-2.03,86,91,1.03,CA,1681059576
461,qaqortoq,60.7167,-46.0333,-1.23,80,100,0.52,GL,1681059652
462,gamba,-2.65,10.0,26.58,81,77,3.55,GA,1681059837
463,kupang,-10.1667,123.5833,25.26,86,100,3.61,ID,1681059837
464,veraval,20.9,70.3667,26.19,60,31,5.06,IN,1681059837
465,mayumba,-3.432,10.6554,27.6,79,86,3.45,GA,1681059837
466,bundaberg,-24.85,152.35,16.23,79,0,3.08,AU,1681059607
467,boyolangu,-8.1181,111.8935,24.14,91,100,1.7,ID,1681059837
468,novyy buh,47.6931,32.5216,11.01,78,85,1.67,UA,1681059837
469,presidencia roque saenz pena,-26.7852,-60.4388,31.75,28,0,1.07,AR,1681059837
470,bekwai,6.4534,-1.5774,30.69,58,79,0.9,GH,1681059838
471,svetlogorsk,52.6333,29.7333,11.89,66,100,2.37,BY,1681059838
472,peniche,39.3558,-9.3811,21.16,60,61,5.89,PT,1681059838
473,caraballeda,10.6112,-66.8522,31.87,59,79,4.63,VE,1681059838
474,zarubino,42.63,131.0922,4.05,78,1,1.0,RU,1681059838
475,punto fijo,11.6956,-70.1996,29.35,61,1,6.51,VE,1681059838
476,muscatine,41.4667,-91.1335,19.1,19,96,6.17,US,1681059838
477,marshfield,44.6689,-90.1718,16.97,34,0,6.17,US,1681059839
478,limon,10.0,-83.0333,28.94,70,75,2.06,CR,1681059839
479,qiongshan,20.0058,110.3542,21.99,94,75,2.0,CN,1681059839
480,lemoore,36.3008,-119.7829,19.06,63,20,4.63,US,1681059603
481,salinopolis,-0.6136,-47.3561,26.97,80,97,1.25,BR,1681059596
482,keetmanshoop,-26.5833,18.1333,19.41,24,0,9.04,NA,1681059839
483,lourdes,43.1,-0.05,22.71,21,0,3.09,FR,1681059839
484,laguna de duero,41.5815,-4.7233,23.91,23,40,6.69,ES,1681059839
485,anamur,36.0751,32.8369,17.07,84,99,3.58,TR,1681059839
486,venado tuerto,-33.7456,-61.9688,26.06,40,0,5.14,AR,1681059839
487,moree,-29.4667,149.85,12.48,51,0,3.61,AU,1681059840
488,mosquera,4.7059,-74.2302,17.05,59,75,4.63,CO,1681059840
489,kewanee,41.2456,-89.9248,18.21,38,77,6.0,US,1681059742
490,ilhabela,-23.7781,-45.3581,22.8,81,100,2.17,BR,1681059687
491,inverness,57.4791,-4.224,12.66,63,20,2.24,GB,1681059840
492,necochea,-38.5473,-58.7368,26.6,41,64,7.84,AR,1681059586
493,ballina,-28.8667,153.5667,15.04,61,4,3.73,AU,1681059840
494,bozuyuk,39.9078,30.0367,13.19,84,96,2.17,TR,1681059840
495,rupert,42.6191,-113.6772,10.97,54,0,2.06,US,1681059840
496,wilmington island,32.0036,-80.9737,13.05,85,100,4.63,US,1681059841
497,olga,43.7444,135.2892,2.68,72,30,1.55,RU,1681059841
498,tocopilla,-22.092,-70.1979,23.57,71,17,3.51,CL,1681059841
499,malanje,-9.5402,16.341,20.23,89,90,0.38,AO,1681059841
500,piopio,-38.4667,175.0167,15.18,99,100,1.95,NZ,1681059841
501,nantucket,41.2835,-70.0995,8.06,64,2,4.4,US,1681059656
502,moerai,-22.4333,-151.3333,25.17,77,32,7.03,PF,1681059665
503,smirnykh,49.75,142.8333,-3.86,80,12,2.32,RU,1681059841
504,grootfontein,-19.5667,18.1167,22.76,60,92,1.03,NA,1681059841
505,ondjiva,-17.0667,15.7333,25.0,49,100,2.5,AO,1681059842
506,lyubashivka,47.8372,30.2598,8.24,77,76,3.05,UA,1681059842
507,rincon,32.296,-81.2354,12.17,88,100,0.45,US,1681059606
508,nidadavole,16.9167,81.6667,29.17,68,21,1.48,IN,1681059842
509,palma,39.5694,2.6502,19.75,59,0,4.12,ES,1681059606
510,muli,2.9167,73.5667,28.84,71,12,5.01,MV,1681059842
511,te anau,-45.4167,167.7167,9.56,84,99,0.41,NZ,1681059581
512,constantine,36.365,6.6147,18.67,29,0,3.09,DZ,1681059843
513,petropavlovsk-kamchatskiy,53.0452,158.6483,-0.67,100,100,2.0,RU,1681059675
514,ko samui,9.5357,99.9357,29.21,69,11,4.34,TH,1681059843
515,kelvington,52.1667,-103.5343,0.71,100,97,3.28,CA,1681059843
516,puro,12.4841,123.3827,25.84,81,100,5.1,PH,1681059843
517,celestun,20.8667,-90.4,29.0,53,0,2.61,MX,1681059843
518,comodoro rivadavia,-45.8667,-67.5,4.92,81,75,6.69,AR,1681059843
519,bexbach,49.3461,7.2553,14.53,38,0,4.12,DE,1681059843
520,malindi,-3.2175,40.1191,27.7,76,63,3.64,KE,1681059843
521,hibbing,47.4272,-92.9377,10.68,89,99,4.53,US,1681059843
522,aswan,24.0934,32.907,36.61,21,0,4.12,EG,1681059608
523,payakumbuh,-0.2202,100.6308,20.96,97,98,1.28,ID,1681059844
524,floro,61.5996,5.0328,9.04,71,75,5.66,NO,1681059844
525,loa janan,-0.583,117.095,23.17,98,47,0.52,ID,1681059844
526,gra liyia,35.0167,25.6833,16.74,68,30,3.13,GR,1681059844
527,port keats,-14.25,129.55,24.65,92,100,4.51,AU,1681059844
528,braunau,50.5857,16.3318,7.62,100,100,0.65,CZ,1681059844
529,garissa,-0.4536,39.6401,30.21,56,91,2.09,KE,1681059844
